Video Link,Video Views,Video Title,Channel URL,Creator Name,Creator Gender,Total Channel Subcribers,Total Chanel Views,Duration of Video,Duration in Seconds,Date of Video Upload,No of Likes,Language of the Video,Subtitle,Video Description,Hashtags,No of Comments,Date of the Last Comment,Maximum Quality of the Video,No of Videos the Channel,No of Playlist,Premiered or Not,Community Engagement (Posts per week),Intern Who Collected the Data
https://www.youtube.com/watch?v=1h7n0YiyYvk,3517520,Pokémon Journeys,Pokémon Asia Official (Hindi) - YouTube,Pokémon Asia Officia,N/A,2190000,300672370,0:21:18,"1,278.00",26/08/2022,0,Hindi,No,Yes,3,0,N/A,1080,67,4,No,0,Rahul Singh
https://www.youtube.com/watch?v=2BDHD9xuycE&t=8s,1118970,Types Of First Dates | Niharika Nm,https://www.youtube.com/c/NiharikaNm,Niharika Nm,Female,1930000,359288086,0:10:03,603,08/09/2020,39000,English,Yes,Yes,1,2861,09/09/2022,1080,83,,No,0,Akhil Teja
https://www.youtube.com/watch?v=2btS31AU3Iw,3346789,How to build Dynamic & Interactive Dashboard in EXCEL with Pivot Tables&Charts | Tutorial Episode #1,https://www.youtube.com/c/OtherLevel%E2%80%99s,Other Level’S,N/A,219000,11785885,0:30:37,"1,837.00",15/06/2020,43000,English,No,Yes,3,494,17/09/2022,1080,86,11,No,2,prateek
https://www.youtube.com/watch?v=2i0Vnjasnwo&t=1044s,909640,Mercedes-Benz GLS 400D 4MATIC Review || In Telugu ||,https://www.youtube.com/channel/UCBVDOqAOemETfc-MOn4fqgA,PrasadAutomobile,Male,209000,5827463,0:24:35,"1,475.00",31/08/2022,34000,Telugu,No,Yes,0,1368,02/09/2022,2160,13,,No,0,Akhil Teja
https://www.youtube.com/watch?v=2jVBWyih-RU,2858740,Cars on the Road - Cast - TRUCKS,DisneyMusicVEVO - YouTube,Disney,N/A,30300000,25216557237,0:03:19,199,16/09/2022,3100,English,yes,Yes,2,0,N/A,1080,1812,43,No,2,Rahul Singh
https://www.youtube.com/watch?v=2Qsn7QHS1XU,2140193,Why You Should Skip the iPhone 14...,https://www.youtube.com/c/unboxtherapy,Unbox Therapy,Male,18200000,4357678046,0:20:04,"1,204.00",21/09/2022,21000,English,Yes,Yes,0,3847,22/09/2022,2160,2064,11,No,0,Akhil Teja
https://www.youtube.com/watch?v=2Vv-BfVoq4g,3278291072,Ed Sheeran - Perfect,Ed Sheeran - YouTube,Ed Sheeran,Male,52400000,28173317993,0:04:39,279,09/11/2017,18000000,English,No,Yes,3,476983,21/09/2022,2160,257,30,No,0,Rahul Singh
https://www.youtube.com/watch?v=35QGGFMHuAY,68789,Volkswagen Polo All Variants | Gone But Not Forgotten,https://www.youtube.com/c/evoIndia,evo India,Male,258000,45520950,0:29:02,"1,742.00",19/08/2022,2600,English,No,Yes,1,223,22/08/2022,2160,762,11,No,1,Akhil Teja
https://www.youtube.com/watch?v=3jS_yEK8qVI,138831703,World’s Most Dangerous Escape Room!,https://www.youtube.com/user/MrBeast6000,MrBeast ,Male,104000000,17367031867,0:08:00,480,30/01/2022,4000000,English,Yes,Yes,0,144901,22/09/2022,1080,728,7,No,0,Syed safdar
https://www.youtube.com/watch?v=3NVs--u1JZg,99876,Solus GT: Performance at the intersection of fantasy and reality,McLaren Automotive - YouTube,McLaren Automotive,N/A,277000,48136318,0:01:10,70,20/08/2022,4700,N/A,No,Yes,3,480,21/09/2022,2160,366,12,No,0,Rahul Singh
https://www.youtube.com/watch?v=3SsK-cxlj_w,17476468,25 Greatest Natural Wonders of the World - Travel Video,https://www.youtube.com/c/touropia,touropia,N/A,1060000,189275665,0:35:03,"2,103.00",14/07/2021,98000,English,Yes,Yes,0,2616,22/09/2022,1080,107,5,No,0,Syed safdar
https://www.youtube.com/watch?v=3xtntVX3uCM,36559485,School PTM,Harsh Beniwal - YouTube,Harsh Beniwal,Male,15000000,1672855100,0:14:21,861,13/01/2019,1600000,Hindi,No,Yes,0,40241,21/09/2022,1080,160,2,No,0,Rahul Singh
https://www.youtube.com/watch?v=3YzUHpUrxyw,1737713,BEST OF 2021,Fabio Wibmer - YouTube,Fabio Wibmer,Male,72600000,1381226940,0:05:10,310,18/01/2022,83000,N/A,No,Yes,0,1655,21/09/2022,1080,264,7,No,1,Rahul Singh
https://www.youtube.com/watch?v=3ZuOzjepD3E,100,Unnoticable things when Storing information in Excel | YourExcelGuy,https://www.youtube.com/c/YourExcelGuy,Kadhiravan Jayachandiran,Male,326,2797,0:01:19,79,16/01/2022,6,English,Yes,Yes,0,0,N/A,1080,66,5,No,0,Syed safdar
https://www.youtube.com/watch?v=428zc1Ng3mg,169135,This Is Why Red Bull Keeps Winning Races,https://www.youtube.com/c/GPCulture,GP Culture,N/A,29700,8888869,0:09:04,544,16/09/2022,688,English,Yes,Yes,3,233,22/09/2022,1080,53,1,No,3,Syed safdar
https://www.youtube.com/watch?v=44UA61eY008,445718,Police Officers Find Out - What is JIHAD?,https://www.youtube.com/c/SabeelAhmedIslam,Sabeel Ahmed,Male,328000,37262644,0:04:55,295,14/09/2022,7700,English,Yes,Yes,0,799,22/09/2022,1080,350,5,No,1,Syed safdar
https://www.youtube.com/watch?v=4MVHi96NZls,6349738,Every Outfit Hailey Bieber Wears in a Week,Vogue - YouTube,Vogue,N/A,12100000,3600496171,0:09:06,546,30/10/2020,223000,English,yes,Yes,0,4157,18/09/2022,1080,2872,113,No,1,Rahul Singh
https://www.youtube.com/watch?v=4oT2WupNkGg,2482051,My favorite author’s most accessible book to date,https://www.youtube.com/c/billgates,Bill Gates,Male,2910000,374382821,0:02:09,129,08/03/2021,24000,English,Yes,Yes,0,0,N/A,1080,566,37,Yes,0,prateek
https://www.youtube.com/watch?v=4rT6UJlJ0f0,696197,5 Creative Layout Techniques with InDesign and Photoshop,Yes I'm a Designer - YouTube,Martin Perhiniak,Male,564000,23449558,0:17:35,"1,055.00",11/05/2020,29000,English,yes,Yes,0,320,21/09/2022,1080,647,37,No,0,Rahul Singh
https://www.youtube.com/watch?v=4VF0XURygo0,626871,Dance & Celebration | Laddu Auction and Nimajjan,https://www.youtube.com/c/SushmaKiron,Sushma Kiron,Female,700000,297733462,0:16:57,"1,017.00",20/09/2022,9900,Telugu,No,Yes,0,476,21/09/2022,2160,501,28,Yes,12,Akhil Teja
https://www.youtube.com/watch?v=4weR8ODzCRQ,1345202,Call of Duty Modern Warfare 2: Official Gameplay Trailer | Summer Game Fest 2022,https://www.youtube.com/c/IGN,IGN,N/A,16900000,14835705155,0:07:40,460,10/06/2022,22000,English,No,Yes,3,1500,12/09/2022,2160,150697,9,No,42,Syed safdar
https://www.youtube.com/watch?v=5eY_12X3mWM,2443779,Washing Machine | My Village Show Comedy,https://www.youtube.com/c/MyVillageShow,My Village Show,Male,2500000,692106406,0:19:34,"1,174.00",13/06/2022,89000,Telugu,Yes,Yes,0,1438,14/06/2022,2160,233,27,No,1,Akhil Teja
https://www.youtube.com/watch?v=5FAGZ33QrT4,8883607,Security Check - Standup Comedy,Varun Grover - YouTube,Varun Grover,Male,9510000,63609990,0:07:28,448,05/03/2021,434000,Hindi,No,Yes,0,9399,22/09/2022,1080,11,0,Yes,0,Rahul Singh
https://www.youtube.com/watch?v=5Mh3o886qpg,4238915,How do SSDs Work? | How does your Smartphone store data?,Branch Education - YouTube,Branch Education,N/A,776000,36,0:17:54,"1,074.00",09/05/2020,166000,English,Yes,Yes,0,6447,22/09/2022,1080,166000,5,Yes,0,Rahul Singh
https://www.youtube.com/watch?v=5oVAXOCwCWE,4537582,BEST OF 2020,Fabio Wibmer - YouTube,Fabio Wibmer,Male,72600000,1381226940,0:06:30,390,21/01/2021,194000,N/A,No,Yes,0,4974,11/09/2022,1080,264,7,No,1,Rahul Singh
https://www.youtube.com/watch?v=5TfFVWWPw4s&t=10s,3762579,Classroom Sothanaigal 3 | Micset,https://www.youtube.com/c/MicSet_official,Sri Ram,Male,7610000,457011932,0:10:08,608,21/09/2022,176000,Tamil,Yes,Yes,0,4054,20/09/2022,1080,44,6,No,3,Thinesh
https://www.youtube.com/watch?v=5UMCrq-bBCg,45332993,Taylor Swift ft. Chris Stapleton - I Bet You Think About Me (Taylor's Version),https://www.youtube.com/c/TaylorSwift,Taylor Swift,Female,47500000,25906311446,0:06:15,375,15/11/2021,1500000,English,Yes,Yes,3,46497,22/09/2022,1080,426,54,Yes,0,Syed safdar
https://www.youtube.com/watch?v=5uzB4z4iN0g,76310,Tableau Projects For Practice With Examples,Simplilearn - YouTube,Simplilearn,N/A,20400000,246600359,0:01:12,72,17/02/2021,1100,English,Yes,Yes,0,279,21/08/2022,1080,4576,63,No,69,Rahul Singh
https://www.youtube.com/watch?v=670ZGMBjrPI,11034838,The 48 Laws of Power,illacertus - YouTube,illacertus,Male,456000,29400394,0:29:18,"1,758.00",02/03/2017,8100,English,yes,Yes,0,8167,23/09/2022,1080,96,6,No,0,Rahul Singh
https://www.youtube.com/watch?v=68kjt7aEjEU,12288,Are Stress & Worry Hurting Your Sleep? Here's How to Get More Sleep,https://www.youtube.com/c/MedCircle,Medcircle,N/A,1200000,128283412,0:04:59,299,25/05/2019,369,English,Yes,Yes,0,30,21/09/2021,1080,349,63,Yes,3,prateek
https://www.youtube.com/watch?v=6dnqGrSKudM,3556375,DJI - This is DJI Mavic 3,DJI - YouTube,DJI,N/A,14300000,403300344,0:04:08,248,05/11/2021,74000,English,Yes,Yes,3,3300,15/09/2022,1080,1099,90,No,9,Rahul Singh
https://www.youtube.com/watch?v=6Htn1x-_-is,65010839,"Alan Walker, Sabrina Carpenter & Farruko - On My Way",Farruko - YouTube,Carlos Efren Reyes Rosado,Male,18100000,8637278122,0:03:36,216,10/05/2019,741000,English,No,Yes,3,19071,21/09/2022,1080,316,18,No,0,Rahul Singh
https://www.youtube.com/watch?v=6iO6XhbVQfs,1049688,How This Humanoid Robot Was Made,WIRED - YouTube,WIRED,N/A,9690000,3194952098,0:07:36,456,22/02/2022,31000,English,Yes,Yes,0,2248,18/09/2022,1080,3436,56,No,0,Rahul Singh
https://www.youtube.com/watch?v=6k7a8bw451M,7911431,Japan Night Aerials in 8K,Armadas - YouTube,Armadas,N/A,167000,35759963,0:04:34,274,06/04/2019,134000,N/A,No,Yes,0,89000,21/09/2022,1080,59,0,No,0,Rahul Singh
https://www.youtube.com/watch?v=6lBqYInBldk,1342429,How Power Query Will Change the Way You Use Excel,Leila Gharani - YouTube,Leila Gharani,Female,10910000,162667679,0:09:01,541,25/06/2020,20000,English,Yes,Yes,0,935,22/09/2022,1080,467,54,No,1,Rahul Singh
https://www.youtube.com/watch?v=6OoEXMpldWg,2801403,Ryan Reynold’s Speech Will Leave You SPEECHLESS — Best Life Advice,https://www.youtube.com/c/MotivationMentors,Motivation Mentors,N/A,76100,13508260,0:08:20,500,01/02/2022,55000,English,Yes,Yes,2,1667,19/05/2022,1080,56,2,No,5,Syed safdar
https://www.youtube.com/watch?v=6Pm0Mn0-jYU,7728343,Why Finland And Denmark Are Happier Than The U.S.,CNBC Make It - YouTube,CNBC Make I,N/A,1040000,238976515,0:25:44,"1,544.00",09/01/2020,131000,English,Yes,Yes,3,18306,21/09/2022,1080,2209,52,No,5,Rahul Singh
https://www.youtube.com/watch?v=6tUWYXe9qbY,25799360,This Car Is Alive!,https://www.youtube.com/c/SupercarBlondie,Alex,Female,9640000,1985196029,0:06:46,406,27/06/2019,627000,English,Yes,Yes,0,25343,22/09/2022,1080,591,14,No,4,Syed safdar
https://www.youtube.com/watch?v=74cVT_tUpck,56385391,Coke Studio Season 12 | Wohi Khuda Hai,Coke Studio - YouTube,Atif Aslam,Male,13200000,3416920219,0:06:56,416,11/10/2019,880000,Hindi,Yes,Yes,2,49714,22/09/2022,1080,531,86,No,1,Rahul Singh
https://www.youtube.com/watch?v=7CgXm2ZveHs,766,Byjus | Difference Inside vs Direct vs Centre Sale | BDA sale department 2022 #bda #byjus,https://www.youtube.com/channel/UC-g3NYy2viNMUjE4xrilJGw,World Of Hemant,Male,34,19181,0:02:57,177,09/04/2022,13,Hindi,No,Yes,11,15,21/09/2022,1080,29,0,No,0,prateek
https://www.youtube.com/watch?v=7EGD9edu-ls,21175732,I Attended Spider-Man : No Way Home Premiere | Ashish Chanchlani | LA vlog,https://www.youtube.com/c/ashishchanchlanivines,Ashish Chanchlani,Male,28700000,4104120507,0:17:43,"1,063.00",15/12/2021,2000000,Hindi,No,Yes,3,49215,22/09/2022,1080,147,18,No,0,Syed safdar
https://www.youtube.com/watch?v=7EqXMwreN9Q,22966,Celebrating 120 Years of Excellence | Triumph Motorcycles,https://www.youtube.com/c/OfficialTriumph,Official Triumph Motorcycles,,143000,33272922,0:01:26,86,05/05/2022,911,English,No,Yes,0,48,19/05/2022,1080,590,32,No,0,Akhil Teja
https://www.youtube.com/watch?v=-7Fno5pNS68,5052,How to take care of our pond.,https://www.youtube.com/c/JonJandaiLifeisEasy,Jon Jandai Life Is Easy,Male,155000,12263799,0:11:47,707,19/09/2022,205,English,Yes,Yes,0,12,21/09/2021,1080,255,9,No,0,prateek
https://www.youtube.com/watch?v=7ndU9sk9q14,3014644,Michael Jackson - Beat it @ghetto.spider,https://www.youtube.com/c/GhettoSpider,Ghetto Spider,Male,447000,95737920,0:04:16,256,05/07/2022,92000,English,No,Yes,0,5239,21/09/2022,1080,45,2,No,1,prateek
https://www.youtube.com/watch?v=7sSJtScnsjE,149444,Anatomy of a Magazine Layout Part 1 - 15 Terms and Definitions,Yes I'm a Designer - YouTube,Martin Perhiniak,Male,564000,23449558,0:14:22,862,06/07/2020,4800,English,yes,Yes,0,65,10/09/2022,1080,647,37,No,0,Rahul Singh
https://www.youtube.com/watch?v=7XUyhRbJpWU,9954,Talasi Abbi Falls | Hidden Waterfalls In Forest,https://www.youtube.com/c/SathishEregowda,Sathish Eregowda,Male,72100,7785571,0:08:42,522,16/06/2022,556000,Kannada,No,Yes,1,62,16/07/2022,1080,237,18,No,0,Akhil Teja
https://www.youtube.com/watch?v=801vCdFTt7g,5346171,Inside One of The Largest PRIVATE JETS in The World,Enes Yilmazer - YouTube,Enes Yilmazer,Male,27200000,447952948,0:16:36,996,10/05/2022,111000,English,yes,Yes,0,3868,23/09/2022,2160,197,13,No,0,Rahul Singh
https://www.youtube.com/watch?v=82VlSSGEhkE,130960,1958 Jeep Willys CJ3B - The First Ever SUV,https://www.youtube.com/c/FasBeam,Faisal Khan ,Male,1610000,649353263,0:15:48,948,15/09/2022,2500,English,No,Yes,1,128,16/09/2022,1080,2103,14,No,7,Akhil Teja
https://www.youtube.com/watch?v=88Ew1NU7GrA,10370723,Car Crash Compilation 2022 #9,https://www.youtube.com/c/CarCrashDrivingfail,Car Crash - Driving Fail,N/A,101000,31768603,0:06:55,415,03/06/2022,101000,English,No,Yes,3,2246,21/09/2022,1080,48,1,No,1,prateek
https://www.youtube.com/watch?v=890wWM0lg94,7912055,Biggest Mystery in Aviation | What happened to MH370 Flight?,Dhruv Rathee - YouTube,Dhruv Rathee,Male,8680000,1100982120,0:20:32,"1,232.00",31/01/2022,345000,Hindi,Yes,Yes,0,12188,21/09/2022,1080,487,23,No,1,Rahul Singh
https://www.youtube.com/watch?v=8-9oFxYFODE,56550661,Drag Race: Formula E Car vs Cheetah,ABB Formula E - YouTube,ABB Formula E,N/A,769000,170263099,0:01:59,119,28/11/2017,767000,English,Yes,Yes,0,19000,22/09/2022,1080,2240,143,No,2,Rahul Singh
https://www.youtube.com/watch?v=89S-RbszwJE,141644942,Ava Max - Who's Laughing Now,Ava Max - YouTube,Ava Max,Female,58900000,2875362894,0:03:16,196,30/07/2020,1300000,English,No,Yes,0,39000,22/09/2022,1080,158,6,Yes,0,Rahul Singh
https://www.youtube.com/watch?v=8bPWXYM2ysU&t=10s,28494371,Childhood Dreams | Aakash Gupta | Stand-up Comedy | Crowd Work,https://www.youtube.com/c/AakashGupta,Aakash Gupta,Male,3360000,269017319,0:08:47,527,19/12/2020,1200000,Hindi,No,No,3,12192,25/09/2022,2160,27,2,No,0,Harshit Prajapat
https://www.youtube.com/watch?v=8C_ibG489oE,49193397,CLASHIVERSARY is Almost Here! RIP Barbarian?,Clash of Clans - YouTube,Clash of Clans,N/A,18900000,3659293357,0:01:04,64,26/07/2022,288000,N/A,No,Yes,3,9252,20/09/2022,1080,577,84,No,2,Rahul Singh
https://www.youtube.com/watch?v=8I8wuFrp7gI,536737,Why Israel’s Doomsday Nationalists Want To Destroy This,https://www.youtube.com/c/ajplus,AJ+,N/A,1210000,322197136,0:09:53,593,02/06/2022,13000,English,Yes,Yes,3,7229,22/09/2022,1080,5378,65,No,0,Syed safdar
https://www.youtube.com/watch?v=8kPftujhLBo&t=65s,71798,"Barbell ""Biryani"" Meal Plan || High Protein tasty biryani",https://www.youtube.com/c/BarbellBiryani,Barbell Biryani,Male,96900,8120683,0:15:58,958,28/05/2022,3500,Telugu,No,Yes,0,248,29/05/2022,1080,86,8,No,1,Akhil Teja
https://www.youtube.com/watch?v=8LKSwc-P-cE,259396,Motorola Edge 30 Fusion Overview,https://www.youtube.com/c/geekyranjit,Geekyranjit,Male,3320000,801193944,0:13:07,787,13/09/2022,6800,English,No,Yes,0,1075,14/09/2022,2160,3205,149,No,0,Akhil Teja
https://www.youtube.com/watch?v=8MapFmEnDa4,3527393,The True Cost Of Killer Drones | True Cost | Business Insider,https://www.youtube.com/user/businessinsider,Business Insider,N/A,6860000,3134231533,0:11:46,706,16/08/2022,28000,English,Yes,Yes,0,2675,21/09/2022,1080,5319,78,No,13,prateek
https://www.youtube.com/watch?v=8PopR3x-VMY,2329284,C Programming For Beginners | Learn C Programming | C Tutorial For Beginners | Edureka,https://www.youtube.com/c/edurekaIN,Edureka,N/A,3530000,339868101,2:11:07,"7,867.00",15/10/2019,39000,English,Yes,Yes,0,294,05/09/2022,1080,7487,150,No,67,Syed safdar
https://www.youtube.com/watch?v=-8VfKZCOo_I,124158710,Camila Cabello - Bam Bam (Official Music Video) ft. Ed Sheeran,https://www.youtube.com/channel/UCk0wwaFCIkxwSfi6gpRqQUw,Camila Cabello,Female,160000000,6165551266,0:04:16,256,04/03/2022,1700000,English,Yes,Yes,3,36550,22/09/2022,1080,180,41,No,2,Syed safdar
https://www.youtube.com/watch?v=9edWX7TTsLw,1462380,Who owns water?,DW Documentary - YouTube,DW Documentary,N/A,4320000,708836991,0:42:26,"2,546.00",24/08/2022,11000,English,Yes,Yes,3,3022,21/09/2022,1080,857,22,No,0,Rahul Singh
https://www.youtube.com/watch?v=9eh4yLBHp7E,143581,All time FAVORITE Grips,Levinho - YouTube,Levinho,Male,11000000,2020309659,0:11:11,671,21/09/2022,9000,N/A,Yes,Yes,3,372,21/09/2022,1080,1869,6,No,5,Rahul Singh
https://www.youtube.com/watch?v=9ovBLDnUF1k,295899,My New Supercar Makeover!,Supercar Blondie - YouTube,Alex Hirschi,Female,97000000,1996301312,0:08:29,509,03/09/2022,11000,English,yes,Yes,0,824,23/09/2022,1080,592,26,No,2,Rahul Singh
https://www.youtube.com/watch?v=9pnK8akbd2M,12616324,Batman: Arkham Origins Official Trailer,https://www.youtube.com/c/batmanarkham,,N/A,255000,99715024,0:04:50,290,20/05/2013,105000,English,No,Yes,0,17848,29/08/2022,720,95,5,No,0,Syed safdar
https://www.youtube.com/watch?v=9Zd9qvJUr-o,1332084,"Dr. Anna Lembke: ""Your behavior will reset 100%""",https://www.youtube.com/c/dailyMOTIVATIONcontact,Daily Motivation,N/A,2370000,115627718,0:08:18,498,12/02/2021,42000,English,Yes,Yes,0,1742,20/09/2022,1080,331,9,No,7,prateek
https://www.youtube.com/watch?v=a08a4SYvCQE,1303498,Attack the Pressure points in human body! Tamotsu Miyahira's Kung-fu.,https://www.youtube.com/c/kuroobiworld,Kuro-Obi World,Male,799000,318316297,0:13:52,832,12/06/2021,16000,English,Yes,Yes,0,433,21/09/2022,1080,892,14,No,0,prateek
